country/economy code,year,"reporting data level: rural, urban, or national coverage",income or consumption used in survey,"Prosperity Gap, z=28/day","Inequality, z=ybar","Mean, $/day 2021 PPPs"
ASM,1982,national,income,1.315781623073,1.37575364112854,29.276211689848
ASM,1983,national,income,1.289660938947,1.37753164768219,29.907771698842
ASM,1984,national,income,1.266655118465,1.379073143005371,30.485051905116
ASM,1985,national,income,1.245287818671,1.380417585372925,31.038360066032
ASM,1986,national,income,1.227224568026,1.381490349769592,31.519682413872
ASM,1987,national,income,1.212426093705,1.382304668426514,31.923207032613
ASM,1988,national,income,1.200932452953,1.382876634597778,32.242068020592
ASM,1989,national,income,1.190950763422,1.38331139087677,32.522518468101
ASM,1990,national,consumption,2.363229864401,1.392078042030334,16.493607094767
ASM,1991,national,consumption,2.331970485057,1.39257800579071,16.720702582637
ASM,1992,national,consumption,2.302207553395,1.393060564994812,16.94273591745
ASM,1993,national,consumption,2.281001319398,1.393359065055847,17.103915864315
ASM,1994,national,consumption,2.260340840316,1.393674373626709,17.26415842307
ASM,1995,national,consumption,2.241714813093,1.393968462944031,17.411276566843
ASM,1996,national,consumption,2.222319542421,1.394333958625793,17.567837819859
ASM,1997,national,consumption,2.202208445142,1.394765257835388,17.733756344791
ASM,1998,national,consumption,2.186007896652,1.395148158073425,17.870085322043
ASM,1999,national,consumption,2.16931122798,1.395598888397217,18.013445417348
ASM,2000,national,consumption,2.154048038185,1.396172165870667,18.148536649339
ASM,2001,national,consumption,2.139573253215,1.397040128707886,18.282674850064
ASM,2002,national,consumption,2.121116544567,1.398099660873413,18.455747299535
ASM,2003,national,consumption,2.189148152331,1.393711805343628,17.826080760314
ASM,2004,national,consumption,2.074081227225,1.400693535804749,18.909297523209
ASM,2005,national,consumption,2.056565352949,1.401864409446716,19.086290778166
ASM,2006,national,consumption,2.043678634118,1.402874112129211,19.220476073046
ASM,2007,national,consumption,2.034685900532,1.40369176864624,19.316676677055
ASM,2008,national,consumption,2.02467709064,1.404418110847473,19.422212434229
ASM,2009,national,consumption,2.276217637889,1.390222787857056,17.101281475537
ASM,2010,national,consumption,2.011852921378,1.405313849449158,19.558480670767
ASM,2011,national,consumption,2.008406205034,1.405541181564331,19.595216645918
ASM,2012,national,consumption,2.007007743132,1.405656695365906,19.610480391181
ASM,2013,national,consumption,2.005719328038,1.4057297706604,19.624098126376
ASM,2014,national,consumption,2.010072651236,1.405624628067017,19.580133562459
ASM,2015,national,consumption,2.012365700708,1.40557324886322,19.55710610801
ASM,2016,national,consumption,2.01339800434,1.405568957328796,19.547019354943
ASM,2017,national,consumption,2.006977842659,1.405788779258728,19.612615893198
ASM,2018,national,consumption,2.005941922914,1.405896544456482,19.624248142983
ASM,2019,national,consumption,2.005290029262,1.406026244163513,19.632439840099
ASM,2020,national,consumption,2.005079502205,1.406172752380371,19.63654620795
ASM,2021,national,consumption,1.999894171574,1.406471252441406,19.691639096001
ASM,2022,national,income,.9937183129429999,1.398464798927307,39.404542679989
ASM,2023,national,income,.989522788301,1.398863434791565,39.582895980981
ASM,2024,national,income,.982382045577,1.399620890617371,39.89220439253
ASM,2025,national,income,.9743110797109999,1.400523662567139,40.248604514641
ATG,1981,national,consumption,4.59331608361,2.399580955505371,14.627399633822
ATG,1982,national,consumption,4.470672774731,2.397168397903442,15.013560984603
ATG,1983,national,consumption,4.439960773174,2.398998260498047,15.128950814183
ATG,1984,national,consumption,4.307367573915,2.394116640090942,15.562931085666
ATG,1985,national,consumption,4.092661668225,2.382752180099487,16.301631851974
ATG,1986,national,consumption,3.933484761844,2.373370409011841,16.894528940955
ATG,1987,national,consumption,3.723163998424,2.359325885772705,17.743275073041
ATG,1988,national,consumption,3.606626622313,2.350307941436768,18.246586482638
ATG,1989,national,consumption,3.539871320025,2.342219829559326,18.526705714146
ATG,1990,national,consumption,3.441977797421,2.335110187530518,18.995788790236
ATG,1991,national,consumption,3.431309503963,2.332070350646973,19.030042997755
ATG,1992,national,consumption,3.456651585117,2.330799102783203,18.880229091055
ATG,1993,national,consumption,3.415683392933,2.326007127761841,19.067399336484
ATG,1994,national,consumption,3.350267569174,2.320817232131958,19.39632554157
ATG,1995,national,consumption,3.476987670607,2.329379558563232,18.758371354903
ATG,1996,national,consumption,3.390847434841,2.325832605361938,19.20561568991
ATG,1997,national,consumption,3.333779608324,2.323113918304443,19.511543779059
ATG,1998,national,consumption,3.296201052991,2.32061505317688,19.712760746764
ATG,1999,national,consumption,3.253519037788,2.320109844207764,19.967018377494
ATG,2000,national,consumption,3.157860822385,2.317208528518677,20.546137008796
ATG,2001,national,consumption,3.237408741453,2.326841115951538,20.124599085738
ATG,2002,national,income,2.818429259546,2.540306329727173,25.236957311615
ATG,2003,national,consumption,3.143298559435,2.318570375442505,20.653452734831
ATG,2004,national,consumption,3.065339214432,2.310606241226196,21.105975197119
ATG,2005,national,income,2.431023802154,2.501573324203491,28.812573017015
ATG,2006,national,income,2.185502474119,2.47685694694519,31.732747287725
